,Gender,Age,Educational_Level,Income_LevelM,Ewaste_Awareness,If_yes,Policy_Awareness,Life_Expect_AC,Life_Expect_Lap,Life_Expect_LED,Life_Expect_Washing_Machine,Life_Expect_Cal,Life_Expect_Mobile,Awareness_EWaste_Center,Preferable_Method_to_Dispose_EWaste,WTE_frige,WTE_TV,WTE_LED,WTE_Printer,WTE_vedio_cam,WTE_Land_Phone,Satisfaction_Current_EWaste_Mngt,Caring_Convinence,Responsible_Party,Believe_adverse_effect_EWaste_Human,Believe_adverse_effect_EWaste_Env,Need_for_Further_Awareness,WTP_for_Effective_Ewaste_Disposal,District_Anuradhapura,District_Badulla,District_Batticaloa,District_Colombo,District_Galle,District_Gampaha,District_Hambantota,District_Jaffna,District_Kalutara,District_Kandy,District_Kegalle,District_Kilinochchi,District_Kurunegala,District_Mannar,District_Matale,District_Matara,District_Monaragala,District_Mullaitivu,District_Nuwara Eliya,District_Polonnaruwa,District_Puttalam,District_Ratnapura,District_Trincomalee,District_Vavuniya,IF_not_Y_I demand the scrap value of the item to be paid by the recycler.,IF_not_Y_Inability to accept payment.,IF_not_Y_It is not ideal to expect everyone to pay for disposing an item. It will create a friction for the general public.,IF_not_Y_Keeping used items in memory,IF_not_Y_Lack of enough income.,IF_not_Y_Lack of relevant information,IF_not_Y_Lack of relevant information.,IF_not_Y_Manufacturing companies have to pay.,"IF_not_Y_Parts and components can be reused,therefore, no need to pay. ",IF_not_Y_Payment should not be required. It should be a service,IF_not_Y_The government must pay.,IF_not_Y_The value of the disposal cannot be accurately estimated.,IF_not_Y_They can earn by recycling e waste,"IF_not_Y_Through the collection of e-waste, that person or company can take the possible use of that, as a one being aware about those aspects which the commoners might not have. So there is no need to pay for that as it’s a win-win situation for both the collector and the disposer.",IF_not_Y_Why should i pay back after all spending a bigger amount to buy the equipment,Reasons_discard_RepairCost_ The cost of repairs is high ,Reasons_discard_RepairCost_The cost of repairs is high,Reasons_discard_InabRepair_ inability to repair,Reasons_discard_InabRepair_Inability to repair,Reasons_discard_Update_Having to update,Still_Usable_OutCombus_Outdoor combustion,Still_Usable_RecyCent_Transfer to a recycling center,Still_Usable_SaleScrapMetal_Sale to scrap metal collectors,Still_Usable_Resale_Resale,Still_Usable_Reuse_Reuse,Broken_EEE_GenWaste_Disposal as general waste ,Broken_EEE_OutCombus_ Outdoor combustion in the open air,Broken_EEE_OutCombus_Outdoor combustion,Broken_EEE_RecyCent_Transfer to a recycling center,Broken_EEE_Repair_Repair by a technician,Broken_EEE_SaleScrapMetal_Sale to scrap metal collectors,Broken_EEE_Resale_Resale,Broken_EEE_StoreHome_ Store at home,Broken_EEE_StoreHome_Store at home
63,0,25,Graduate,0,1,1,0,4,4,2,4,2,4,0,1,0,0,0,1,1,0,1,2,1,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64,0,26,Graduate,2,1,1,1,4,4,2,4,4,4,0,2,1,1,1,0,0,0,2,4,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
65,1,26,Undergraduate,1,1,1,0,4,4,4,4,4,4,0,3,1,1,1,1,1,1,2,4,1,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
66,0,26,Graduate,3,1,1,0,4,4,3,4,4,4,0,1,1,1,1,1,1,1,3,1,2,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
67,0,23,Undergraduate,0,1,1,1,4,4,1,4,1,4,-1,2,1,1,0,1,1,1,2,3,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
68,0,22,Undergraduate,0,0,1,1,4,4,4,4,4,4,-1,3,0,0,0,1,0,0,3,2,0,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
69,0,25,Undergraduate,0,1,1,0,4,4,2,4,3,3,-1,3,1,1,0,1,0,0,2,3,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
70,0,21,Undergraduate,0,1,1,0,4,4,4,4,4,4,0,1,1,1,1,1,1,1,3,4,1,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,0,23,Undergraduate,0,1,1,1,2,2,1,3,2,2,0,3,1,0,0,1,1,0,2,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
72,1,24,Undergraduate,0,0,1,0,4,4,4,4,4,4,-1,1,1,1,0,1,1,0,3,4,4,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
73,0,25,Undergraduate,0,1,1,0,4,3,1,4,2,1,0,1,1,1,0,0,1,1,3,4,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
74,0,24,Undergraduate,0,1,1,0,4,4,2,4,2,4,0,2,1,1,1,1,1,1,2,4,1,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
75,0,24,Undergraduate,2,0,1,0,4,4,2,4,4,4,-1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,22,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,3,1,1,0,1,0,0,2,4,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
77,1,25,Graduate,2,1,1,0,1,1,1,1,1,1,-1,2,1,1,1,1,1,1,1,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,0,25,Undergraduate,0,1,1,1,3,4,4,4,4,4,-1,1,1,1,1,1,1,1,3,3,0,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
79,0,26,Graduate,2,1,1,1,4,4,4,4,4,4,-1,3,1,1,1,1,1,1,1,4,0,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,1,22,Undergraduate,0,1,1,0,4,4,2,4,4,4,-1,3,1,1,0,1,1,0,1,2,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,1,28,Undergraduate,6,1,1,1,3,3,3,2,3,3,0,1,1,1,0,0,0,0,3,2,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
82,0,23,Undergraduate,0,1,1,1,4,4,2,4,2,3,-1,1,0,1,1,1,1,1,3,3,0,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
83,0,23,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,1,1,1,1,1,1,1,1,4,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,28,Graduate,6,1,1,0,3,3,3,2,3,3,1,3,1,1,1,1,1,1,1,5,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,0,25,Graduate,4,1,1,0,4,4,4,4,4,4,0,1,1,1,1,1,1,1,1,1,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,26,Undergraduate,1,1,1,1,4,3,2,4,2,2,1,3,1,1,0,1,0,0,3,2,1,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
87,0,25,Undergraduate,1,1,1,1,3,4,2,3,3,3,0,3,1,1,0,0,1,1,4,3,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
88,1,26,Graduate,4,1,1,1,4,4,2,4,3,4,-1,1,1,1,0,1,0,0,2,3,1,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
89,0,25,Graduate,6,1,1,0,4,4,4,4,4,3,0,2,1,1,1,1,1,1,2,3,1,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,0,21,Undergraduate,0,1,1,0,4,4,2,4,3,4,0,1,1,1,0,1,1,0,3,2,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
91,0,21,Undergraduate,1,1,1,0,2,2,1,3,3,3,0,1,1,1,1,1,1,1,2,4,1,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,0,23,G.C.E. A/L,4,1,1,0,4,4,4,4,4,4,-1,3,1,1,1,1,1,1,1,4,0,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
93,0,22,Undergraduate,0,1,1,0,4,4,1,4,2,4,0,1,1,1,1,1,1,1,3,4,6,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
94,0,22,Undergraduate,0,1,1,0,4,4,2,3,3,3,-1,2,1,1,1,1,1,1,3,3,1,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
95,0,23,Undergraduate,0,1,1,1,2,1,1,2,1,1,-1,1,1,1,0,1,1,1,2,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,24,Undergraduate,0,0,1,0,3,3,2,4,4,1,-1,2,1,1,1,1,1,1,2,3,1,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
97,0,25,Graduate,4,1,1,0,2,2,2,4,4,3,0,1,1,1,1,1,1,1,2,3,0,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
98,0,17,G.C.E. A/L,0,1,1,0,4,3,2,4,2,2,0,1,1,1,1,1,1,1,2,4,0,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
99,1,25,Undergraduate,1,1,1,1,2,4,4,4,3,4,0,1,1,1,1,1,1,1,3,4,1,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
100,1,22,Undergraduate,1,0,1,0,4,4,4,4,4,4,-1,2,1,1,1,1,1,1,1,4,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,35,Msc,6,1,1,1,4,4,4,4,4,4,-1,1,1,1,1,1,1,1,2,3,1,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,23,G.C.E. A/L,0,0,1,0,4,4,4,4,4,4,-1,1,1,1,1,1,1,1,3,4,3,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
103,0,24,Undergraduate,2,1,1,0,3,2,1,4,3,2,-1,1,1,1,1,1,1,1,4,3,0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
104,0,24,Undergraduate,1,1,1,0,4,3,2,4,4,4,0,1,1,1,1,1,1,0,3,3,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
105,1,24,Undergraduate,0,1,1,0,4,4,3,4,4,3,0,1,1,1,1,1,1,1,2,2,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,24,Undergraduate,0,0,1,0,4,4,1,4,4,4,0,3,1,1,0,1,1,0,3,2,4,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,23,Undergraduate,0,0,1,0,4,4,3,4,3,4,-1,1,1,1,0,1,1,1,2,3,4,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,23,Diploma,2,0,1,0,4,4,4,4,4,4,0,1,1,0,1,0,1,1,2,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1,23,Nil,2,1,1,1,4,4,2,4,3,3,-1,1,1,1,0,1,1,1,3,3,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
110,1,23,Undergraduate,0,1,1,0,3,3,2,3,3,3,-1,1,1,1,1,1,1,1,2,2,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
111,0,24,Undergraduate,0,1,1,0,4,4,1,4,4,4,0,3,1,1,1,1,1,0,3,4,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
112,0,23,Undergraduate,1,1,1,0,4,4,1,4,2,4,-1,1,1,1,0,1,1,1,3,4,0,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
113,0,23,Undergraduate,0,1,1,0,4,3,3,4,3,3,-1,1,1,1,1,1,1,1,2,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,23,Undergraduate,0,1,1,0,4,4,2,4,4,4,-1,2,1,1,1,1,1,1,1,5,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,25,Undergraduate,0,1,1,0,4,4,4,4,4,4,0,3,0,0,0,0,0,0,2,4,1,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1,24,Undergraduate,4,1,1,0,4,4,4,4,4,4,-1,3,1,1,1,1,1,0,2,4,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
117,0,23,Undergraduate,1,1,1,0,4,3,1,4,3,3,1,1,1,1,0,1,0,0,3,3,1,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
118,0,23,Undergraduate,0,0,1,0,4,4,1,4,4,4,0,1,1,1,1,1,1,1,2,3,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,1,23,Undergraduate,0,0,1,0,4,4,1,4,2,3,-1,1,1,1,1,1,1,1,2,3,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,0,23,Undergraduate,0,1,1,0,3,4,3,4,3,4,0,1,0,0,1,0,1,1,3,1,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,0,25,Undergraduate,0,0,1,0,4,4,4,4,2,3,0,1,1,1,0,1,0,0,3,3,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
122,0,25,Undergraduate,4,1,1,0,4,4,3,4,4,4,0,3,1,1,0,1,1,1,3,3,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,0,22,Undergraduate,0,1,1,0,4,1,1,4,3,2,0,1,1,1,1,1,1,1,2,4,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,0,24,Undergraduate,0,1,1,0,4,3,3,4,4,4,1,1,1,1,0,1,1,0,2,3,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
125,0,24,Undergraduate,0,0,1,0,4,4,1,4,4,4,0,1,1,1,1,1,1,1,3,4,1,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,23,Undergraduate,0,1,1,0,4,3,1,4,2,3,-1,1,1,1,0,1,0,0,2,3,0,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
127,0,25,Undergraduate,1,1,1,0,4,3,1,4,3,3,0,1,1,1,0,1,1,0,2,2,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
128,0,23,Undergraduate,0,1,1,1,3,3,1,2,2,3,-1,1,1,0,0,1,1,1,2,3,0,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,25,Undergraduate,2,1,1,0,3,4,3,4,4,3,0,3,1,1,0,1,1,0,3,4,1,4,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
130,0,24,Undergraduate,0,0,1,0,1,2,4,4,3,4,-1,1,1,1,1,1,1,1,4,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,0,23,Undergraduate,2,1,1,0,4,4,2,4,4,3,0,3,1,1,1,1,1,1,3,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
132,1,23,Undergraduate,0,1,1,0,4,4,2,4,4,4,-1,1,1,1,0,1,0,0,2,2,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
